  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#55   | ECONOMY POLISHED TIN      |     49 |            4
 Brand#55   | LARGE ANODIZED BRASS      |      2 |            4
 Brand#55   | LARGE ANODIZED BRASS      |     12 |            4
 Brand#55   | LARGE ANODIZED BRASS      |     14 |            4
 Brand#55   | LARGE ANODIZED BRASS      |     17 |            4
 Brand#55   | LARGE ANODIZED BRASS      |     49 |            4
 Brand#55   | LARGE ANODIZED COPPER     |     17 |            4
 Brand#55   | LARGE ANODIZED COPPER     |     49 |            4
 Brand#55   | LARGE ANODIZED NICKEL     |      2 |            4
 Brand#55   | LARGE ANODIZED NICKEL     |     13 |            4
 Brand#55   | LARGE ANODIZED NICKEL     |     17 |            4
 Brand#55   | LARGE ANODIZED NICKEL     |     49 |            4
 Brand#55   | LARGE ANODIZED STEEL      |      2 |            4
 Brand#55   | LARGE ANODIZED STEEL      |     12 |            4
 Brand#55   | LARGE ANODIZED STEEL      |     13 |            4
 Brand#55   | LARGE ANODIZED STEEL      |     49 |            4
 Brand#55   | LARGE ANODIZED TIN        |      6 |            4
 Brand#55   | LARGE ANODIZED TIN        |     17 |            4
 Brand#55   | LARGE ANODIZED TIN        |     21 |            4
 Brand#55   | LARGE BRUSHED BRASS       |     12 |            4
 Brand#55   | LARGE BRUSHED COPPER      |     12 |            4
 Brand#55   | LARGE BRUSHED COPPER      |     17 |            4
 Brand#55   | LARGE BRUSHED NICKEL      |      2 |            4
 Brand#55   | LARGE BRUSHED NICKEL      |     49 |            4
 Brand#55   | LARGE BRUSHED STEEL       |      2 |            4
 Brand#55   | LARGE BRUSHED STEEL       |      6 |            4
 Brand#55   | LARGE BRUSHED STEEL       |     21 |            4
 Brand#55   | LARGE BRUSHED TIN         |     14 |            4
 Brand#55   | LARGE BRUSHED TIN         |     21 |            4
 Brand#55   | LARGE BURNISHED BRASS     |     12 |            4
 Brand#55   | LARGE BURNISHED COPPER    |     21 |            4
 Brand#55   | LARGE BURNISHED NICKEL    |      6 |            4
 Brand#55   | LARGE BURNISHED NICKEL    |     17 |            4
 Brand#55   | LARGE BURNISHED NICKEL    |     21 |            4
 Brand#55   | LARGE BURNISHED STEEL     |     12 |            4
 Brand#55   | LARGE BURNISHED STEEL     |     14 |            4
 Brand#55   | LARGE BURNISHED STEEL     |     17 |            4
 Brand#55   | LARGE BURNISHED STEEL     |     21 |            4
 Brand#55   | LARGE BURNISHED TIN       |      6 |            4
 Brand#55   | LARGE BURNISHED TIN       |     17 |            4
 Brand#55   | LARGE PLATED BRASS        |     49 |            4
 Brand#55   | LARGE PLATED COPPER       |      6 |            4
 Brand#55   | LARGE PLATED NICKEL       |      6 |            4
 Brand#55   | LARGE PLATED NICKEL       |     13 |            4
 Brand#55   | LARGE PLATED NICKEL       |     49 |            4
 Brand#55   | LARGE PLATED TIN          |      2 |            4
 Brand#55   | LARGE PLATED TIN          |      6 |            4
 Brand#55   | LARGE PLATED TIN          |     13 |            4
 Brand#55   | LARGE PLATED TIN          |     17 |            4
 Brand#55   | LARGE PLATED TIN          |     49 |            4
 Brand#55   | LARGE POLISHED BRASS      |      6 |            4
 Brand#55   | LARGE POLISHED BRASS      |     13 |            4
 Brand#55   | LARGE POLISHED BRASS      |     14 |            4
 Brand#55   | LARGE POLISHED BRASS      |     21 |            4
 Brand#55   | LARGE POLISHED COPPER     |     14 |            4
 Brand#55   | LARGE POLISHED COPPER     |     21 |            4
 Brand#55   | LARGE POLISHED COPPER     |     49 |            4
 Brand#55   | LARGE POLISHED NICKEL     |      2 |            4
 Brand#55   | LARGE POLISHED NICKEL     |     21 |            4
 Brand#55   | LARGE POLISHED STEEL      |     17 |            4
 Brand#55   | LARGE POLISHED STEEL      |     21 |            4
 Brand#55   | LARGE POLISHED STEEL      |     49 |            4
 Brand#55   | LARGE POLISHED TIN        |     12 |            4
 Brand#55   | LARGE POLISHED TIN        |     21 |            4
 Brand#55   | LARGE POLISHED TIN        |     49 |            4
 Brand#55   | MEDIUM ANODIZED BRASS     |     12 |            4
 Brand#55   | MEDIUM ANODIZED BRASS     |     14 |            4
 Brand#55   | MEDIUM ANODIZED COPPER    |      2 |            4
 Brand#55   | MEDIUM ANODIZED NICKEL    |      2 |            4
 Brand#55   | MEDIUM ANODIZED NICKEL    |     17 |            4
 Brand#55   | MEDIUM ANODIZED STEEL     |     17 |            4
 Brand#55   | MEDIUM ANODIZED STEEL     |     21 |            4
 Brand#55   | MEDIUM ANODIZED STEEL     |     49 |            4
 Brand#55   | MEDIUM ANODIZED TIN       |      2 |            4
 Brand#55   | MEDIUM ANODIZED TIN       |      6 |            4
 Brand#55   | MEDIUM ANODIZED TIN       |     13 |            4
 Brand#55   | MEDIUM ANODIZED TIN       |     14 |            4
 Brand#55   | MEDIUM BRUSHED BRASS      |      2 |            4
 Brand#55   | MEDIUM BRUSHED COPPER     |      6 |            4
 Brand#55   | MEDIUM BRUSHED COPPER     |     12 |            4
 Brand#55   | MEDIUM BRUSHED COPPER     |     14 |            4
 Brand#55   | MEDIUM BRUSHED COPPER     |     21 |            4
 Brand#55   | MEDIUM BRUSHED NICKEL     |      6 |            4
 Brand#55   | MEDIUM BRUSHED NICKEL     |     14 |            4
 Brand#55   | MEDIUM BRUSHED NICKEL     |     17 |            4
 Brand#55   | MEDIUM BRUSHED NICKEL     |     21 |            4
 Brand#55   | MEDIUM BRUSHED NICKEL     |     49 |            4
 Brand#55   | MEDIUM BRUSHED STEEL      |      6 |            4
 Brand#55   | MEDIUM BRUSHED TIN        |      6 |            4
 Brand#55   | MEDIUM BRUSHED TIN        |     21 |            4
 Brand#55   | MEDIUM BRUSHED TIN        |     49 |            4
 Brand#55   | MEDIUM BURNISHED BRASS    |     13 |            4
 Brand#55   | MEDIUM BURNISHED BRASS    |     17 |            4
 Brand#55   | MEDIUM BURNISHED BRASS    |     21 |            4
 Brand#55   | MEDIUM BURNISHED BRASS    |     49 |            4
 Brand#55   | MEDIUM BURNISHED COPPER   |      2 |            4
 Brand#55   | MEDIUM BURNISHED COPPER   |     14 |            4
 Brand#55   | MEDIUM BURNISHED COPPER   |     17 |            4
 Brand#55   | MEDIUM BURNISHED NICKEL   |     12 |            4
 Brand#55   | MEDIUM BURNISHED NICKEL   |     14 |            4
 Brand#55   | MEDIUM BURNISHED NICKEL   |     21 |            4
 Brand#55   | MEDIUM BURNISHED STEEL    |     17 |            4
 Brand#55   | MEDIUM BURNISHED TIN      |      2 |            4
 Brand#55   | MEDIUM BURNISHED TIN      |     12 |            4
 Brand#55   | MEDIUM BURNISHED TIN      |     13 |            4
 Brand#55   | MEDIUM BURNISHED TIN      |     17 |            4
 Brand#55   | MEDIUM BURNISHED TIN      |     49 |            4
 Brand#55   | MEDIUM PLATED BRASS       |      6 |            4
 Brand#55   | MEDIUM PLATED BRASS       |     14 |            4
 Brand#55   | MEDIUM PLATED BRASS       |     49 |            4
 Brand#55   | MEDIUM PLATED COPPER      |      2 |            4
 Brand#55   | MEDIUM PLATED COPPER      |     13 |            4
 Brand#55   | MEDIUM PLATED COPPER      |     21 |            4
 Brand#55   | MEDIUM PLATED COPPER      |     49 |            4
 Brand#55   | MEDIUM PLATED NICKEL      |      2 |            4
 Brand#55   | MEDIUM PLATED NICKEL      |      6 |            4
 Brand#55   | MEDIUM PLATED NICKEL      |     12 |            4
 Brand#55   | MEDIUM PLATED NICKEL      |     14 |            4
 Brand#55   | MEDIUM PLATED NICKEL      |     17 |            4
 Brand#55   | MEDIUM PLATED STEEL       |      2 |            4
 Brand#55   | MEDIUM PLATED STEEL       |     13 |            4
 Brand#55   | MEDIUM PLATED STEEL       |     17 |            4
 Brand#55   | MEDIUM PLATED STEEL       |     49 |            4
 Brand#55   | MEDIUM PLATED TIN         |     12 |            4
 Brand#55   | MEDIUM PLATED TIN         |     49 |            4
 Brand#55   | MEDIUM POLISHED BRASS     |      2 |            4
 Brand#55   | MEDIUM POLISHED BRASS     |     17 |            4
 Brand#55   | MEDIUM POLISHED COPPER    |      2 |            4
 Brand#55   | MEDIUM POLISHED COPPER    |      6 |            4
 Brand#55   | MEDIUM POLISHED COPPER    |     13 |            4
 Brand#55   | MEDIUM POLISHED COPPER    |     14 |            4
 Brand#55   | MEDIUM POLISHED NICKEL    |      6 |            4
 Brand#55   | MEDIUM POLISHED NICKEL    |     12 |            4
 Brand#55   | MEDIUM POLISHED NICKEL    |     13 |            4
 Brand#55   | MEDIUM POLISHED NICKEL    |     14 |            4
 Brand#55   | MEDIUM POLISHED NICKEL    |     49 |            4
 Brand#55   | MEDIUM POLISHED STEEL     |      6 |            4
 Brand#55   | MEDIUM POLISHED STEEL     |     12 |            4
 Brand#55   | MEDIUM POLISHED TIN       |      6 |            4
 Brand#55   | MEDIUM POLISHED TIN       |     14 |            4
 Brand#55   | MEDIUM POLISHED TIN       |     21 |            4
 Brand#55   | MEDIUM POLISHED TIN       |     49 |            4
 Brand#55   | PROMO ANODIZED BRASS      |      2 |            4
 Brand#55   | PROMO ANODIZED BRASS      |      6 |            4
 Brand#55   | PROMO ANODIZED BRASS      |     21 |            4
 Brand#55   | PROMO ANODIZED COPPER     |      2 |            4
 Brand#55   | PROMO ANODIZED COPPER     |     13 |            4
 Brand#55   | PROMO ANODIZED COPPER     |     21 |            4
 Brand#55   | PROMO ANODIZED NICKEL     |     12 |            4
 Brand#55   | PROMO ANODIZED NICKEL     |     13 |            4
 Brand#55   | PROMO ANODIZED STEEL      |     14 |            4
 Brand#55   | PROMO ANODIZED STEEL      |     21 |            4
 Brand#55   | PROMO ANODIZED TIN        |      2 |            4
 Brand#55   | PROMO ANODIZED TIN        |     13 |            4
 Brand#55   | PROMO BRUSHED BRASS       |     12 |            4
 Brand#55   | PROMO BRUSHED BRASS       |     14 |            4
 Brand#55   | PROMO BRUSHED BRASS       |     49 |            4
 Brand#55   | PROMO BRUSHED COPPER      |      6 |            4
 Brand#55   | PROMO BRUSHED COPPER      |     14 |            4
 Brand#55   | PROMO BRUSHED COPPER      |     21 |            4
 Brand#55   | PROMO BRUSHED COPPER      |     49 |            4
 Brand#55   | PROMO BRUSHED NICKEL      |      2 |            4
 Brand#55   | PROMO BRUSHED NICKEL      |     13 |            4
 Brand#55   | PROMO BRUSHED NICKEL      |     21 |            4
 Brand#55   | PROMO BRUSHED STEEL       |      2 |            4
 Brand#55   | PROMO BRUSHED STEEL       |     14 |            4
 Brand#55   | PROMO BRUSHED STEEL       |     17 |            4
 Brand#55   | PROMO BRUSHED TIN         |     13 |            4
 Brand#55   | PROMO BRUSHED TIN         |     21 |            4
 Brand#55   | PROMO BURNISHED BRASS     |     14 |            4
 Brand#55   | PROMO BURNISHED COPPER    |      2 |            4
 Brand#55   | PROMO BURNISHED COPPER    |      6 |            4
 Brand#55   | PROMO BURNISHED COPPER    |     12 |            4
 Brand#55   | PROMO BURNISHED COPPER    |     17 |            4
 Brand#55   | PROMO BURNISHED COPPER    |     49 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |      6 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |     12 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |     13 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |     14 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |     17 |            4
 Brand#55   | PROMO BURNISHED NICKEL    |     49 |            4
 Brand#55   | PROMO BURNISHED STEEL     |      2 |            4
 Brand#55   | PROMO BURNISHED STEEL     |      6 |            4
 Brand#55   | PROMO BURNISHED STEEL     |     12 |            4
 Brand#55   | PROMO BURNISHED STEEL     |     13 |            4
 Brand#55   | PROMO BURNISHED STEEL     |     17 |            4
 Brand#55   | PROMO BURNISHED TIN       |     13 |            4
 Brand#55   | PROMO BURNISHED TIN       |     14 |            4
 Brand#55   | PROMO BURNISHED TIN       |     17 |            4
 Brand#55   | PROMO BURNISHED TIN       |     21 |            4
 Brand#55   | PROMO PLATED BRASS        |      6 |            4
 Brand#55   | PROMO PLATED BRASS        |     49 |            4
 Brand#55   | PROMO PLATED COPPER       |      6 |            4
 Brand#55   | PROMO PLATED COPPER       |     13 |            4
 Brand#55   | PROMO PLATED NICKEL       |      2 |            4
 Brand#55   | PROMO PLATED NICKEL       |      6 |            4
 Brand#55   | PROMO PLATED NICKEL       |     12 |            4
 Brand#55   | PROMO PLATED NICKEL       |     17 |            4
 Brand#55   | PROMO PLATED STEEL        |     49 |            4
 Brand#55   | PROMO PLATED TIN          |      2 |            4
 Brand#55   | PROMO PLATED TIN          |     12 |            4
 Brand#55   | PROMO PLATED TIN          |     13 |            4
 Brand#55   | PROMO PLATED TIN          |     17 |            4
 Brand#55   | PROMO POLISHED BRASS      |      2 |            4
 Brand#55   | PROMO POLISHED BRASS      |     13 |            4
 Brand#55   | PROMO POLISHED BRASS      |     14 |            4
 Brand#55   | PROMO POLISHED BRASS      |     21 |            4
 Brand#55   | PROMO POLISHED COPPER     |     49 |            4
 Brand#55   | PROMO POLISHED NICKEL     |      2 |            4
 Brand#55   | PROMO POLISHED NICKEL     |     14 |            4
 Brand#55   | PROMO POLISHED NICKEL     |     21 |            4
 Brand#55   | PROMO POLISHED STEEL      |      2 |            4
 Brand#55   | PROMO POLISHED STEEL      |     13 |            4
 Brand#55   | PROMO POLISHED STEEL      |     17 |            4
 Brand#55   | PROMO POLISHED STEEL      |     49 |            4
 Brand#55   | PROMO POLISHED TIN        |     14 |            4
 Brand#55   | PROMO POLISHED TIN        |     17 |            4
 Brand#55   | PROMO POLISHED TIN        |     49 |            4
 Brand#55   | SMALL ANODIZED BRASS      |      2 |            4
 Brand#55   | SMALL ANODIZED BRASS      |     12 |            4
 Brand#55   | SMALL ANODIZED COPPER     |     12 |            4
 Brand#55   | SMALL ANODIZED COPPER     |     13 |            4
 Brand#55   | SMALL ANODIZED NICKEL     |     14 |            4
 Brand#55   | SMALL ANODIZED STEEL      |      2 |            4
 Brand#55   | SMALL ANODIZED STEEL      |     13 |            4
 Brand#55   | SMALL ANODIZED STEEL      |     17 |            4
 Brand#55   | SMALL ANODIZED STEEL      |     21 |            4
 Brand#55   | SMALL ANODIZED TIN        |     49 |            4
 Brand#55   | SMALL BRUSHED BRASS       |      2 |            4
 Brand#55   | SMALL BRUSHED BRASS       |      6 |            4
 Brand#55   | SMALL BRUSHED BRASS       |     13 |            4
 Brand#55   | SMALL BRUSHED COPPER      |      2 |            4
 Brand#55   | SMALL BRUSHED COPPER      |     13 |            4
 Brand#55   | SMALL BRUSHED COPPER      |     17 |            4
 Brand#55   | SMALL BRUSHED COPPER      |     21 |            4
 Brand#55   | SMALL BRUSHED NICKEL      |      6 |            4
 Brand#55   | SMALL BRUSHED NICKEL      |     21 |            4
 Brand#55   | SMALL BRUSHED NICKEL      |     49 |            4
 Brand#55   | SMALL BRUSHED STEEL       |     13 |            4
 Brand#55   | SMALL BRUSHED STEEL       |     14 |            4
 Brand#55   | SMALL BRUSHED STEEL       |     17 |            4
 Brand#55   | SMALL BRUSHED STEEL       |     49 |            4
 Brand#55   | SMALL BRUSHED TIN         |      2 |            4
 Brand#55   | SMALL BRUSHED TIN         |     21 |            4
 Brand#55   | SMALL BRUSHED TIN         |     49 |            4
 Brand#55   | SMALL BURNISHED BRASS     |      2 |            4
 Brand#55   | SMALL BURNISHED BRASS     |     14 |            4
 Brand#55   | SMALL BURNISHED BRASS     |     17 |            4
 Brand#55   | SMALL BURNISHED COPPER    |     12 |            4
 Brand#55   | SMALL BURNISHED COPPER    |     21 |            4
 Brand#55   | SMALL BURNISHED NICKEL    |      2 |            4
 Brand#55   | SMALL BURNISHED NICKEL    |      6 |            4
 Brand#55   | SMALL BURNISHED NICKEL    |     17 |            4
 Brand#55   | SMALL BURNISHED STEEL     |      2 |            4
 Brand#55   | SMALL BURNISHED STEEL     |      6 |            4
 Brand#55   | SMALL BURNISHED STEEL     |     14 |            4
 Brand#55   | SMALL BURNISHED STEEL     |     17 |            4
